'product_id','score','name','displayName','typePim','type','slug','price','industry','brand','productType','group','keySellingPoints','units','image','originalPrice','currentPrice','discountPercentage','endTimeDiscount','promotions','totalInventory','skus'
'"252399529603"','20.506838','Lenovo Gaming LOQ - 15IAX9 i5 12450HX (83GS005KVN)','Lenovo Gaming LOQ - 15IAX9 i5 12450HX (83GS005KVN)','Normal','Normal','may-tinh-xach-tay/lenovo-gaming-loq-15iax9-i5-12450hx','22990000','','','','','','','','22990000','19290000','16','2025-03-25T23:59:00.000+07:00','','0',''
'"480145836077"','20.506643','Acer Aspire Lite AL16-51P-55N7','Acer Aspire Lite AL16-51P-55N7','Normal','Normal','may-tinh-xach-tay/acer-aspire-lite-al16-51p-55n7','14990000','','','','','','','','14990000','13490000','10','2025-03-25T23:59:00.000+07:00','','0',''
'"170116638221"','20.506256','ASUS Vivobook 15 X1504ZA-NJ517W i5-1235U','ASUS Vivobook 15 X1504ZA-NJ517W i5-1235U','Normal','Normal','may-tinh-xach-tay/asus-vivobook-15-x1504za-nj517w-i5-1235u','16490000','','','','','','','','16490000','13790000','16','2025-03-25T23:59:00.000+07:00','','0',''
'"431997138342"','20.48938','Asus Vivobook E1404FA-NK186W R5 7520U','Asus Vivobook E1404FA-NK186W R5 7520U','Normal','Normal','may-tinh-xach-tay/asus-vivobook-e1404fa-nk186w-r5-7520u','14990000','','','','','','','','14990000','12290000','18','2025-03-25T23:59:00.000+07:00','','0',''
'"453768134256"','20.48914','Acer Aspire 3 A315-44P-R5QG R7-5700U','Acer Aspire 3 A315-44P-R5QG R7-5700U','Normal','Normal','may-tinh-xach-tay/acer-aspire-3-a315-44p-r5qg-r7-5700u','14990000','','','','','','','','14990000','12490000','17','2025-03-25T23:59:00.000+07:00','','0',''
'"945222911187"','20.48882','Lenovo Gaming LOQ 15IAX9 i5 12450HX (83GS00DBVN)','Lenovo Gaming LOQ 15IAX9 i5 12450HX (83GS00DBVN)','Normal','Normal','may-tinh-xach-tay/lenovo-gaming-loq-15iax9-i5-12450hx-ai-24gb','23990000','','','','','','','','23990000','20290000','15','2025-03-25T23:59:00.000+07:00','','0',''
'"223706537163"','20.488771','Asus Vivobook 14 OLED A1405ZA-KM264W i5 12500H','Asus Vivobook 14 OLED A1405ZA-KM264W i5 12500H','Normal','Normal','may-tinh-xach-tay/asus-vivobook-14-oled-a1405za-km264w','17990000','','','','','','','','17990000','15790000','12','2025-03-25T23:59:00.000+07:00','','0',''
'"887652712360"','20.488605','Asus Gaming Vivobook K3605ZF-RP634W i5-12500H','Asus Gaming Vivobook K3605ZF-RP634W i5-12500H','Normal','Normal','may-tinh-xach-tay/asus-gaming-vivobook-k3605zf-rp634w-i5-12500h','19490000','','','','','','','','19490000','16990000','13','2025-03-25T23:59:00.000+07:00','','0',''
'"510107136851"','20.307814','HP Pavilion 15-eg3111TU i5 1335U (8U6L8PA)','HP Pavilion 15-eg3111TU i5 1335U (8U6L8PA)','Normal','Normal','may-tinh-xach-tay/hp-pavilion-15-eg3111tu-i5-1335u','21290000','','','','','','','','21290000','17990000','16','2025-03-25T23:59:00.000+07:00','','0',''
'"861557153993"','20.307814','HP 14s-em0086AU R5 7520U (835T9PA)','HP 14s-em0086AU R5 7520U (835T9PA)','Normal','Normal','may-tinh-xach-tay/hp-14s-em0086au-r5-7520u','15190000','','','','','','','','15190000','12790000','16','2025-03-25T23:59:00.000+07:00','','0',''
'"562862215986"','20.307795','Dell Inspiron N3530 i5 1334U_71043885','Dell Inspiron N3530 i5 1334U_71043885','Normal','Normal','may-tinh-xach-tay/dell-inspiron-n3530-i5-1334u-71043885','19990000','','','','','','','','19990000','18490000','8','2025-03-31T23:59:00.000+07:00','','0',''
'"615023827674"','10.506959','HP 15-fd0235TU i5-1334U (9Q970PA)','HP 15-fd0235TU i5-1334U (9Q970PA)','Normal','Normal','may-tinh-xach-tay/hp-15-fd0235tu-i5-1334u','19590000','','','','','','','','19590000','15890000','19','2025-03-25T23:59:00.000+07:00','','0',''
'"121144012382"','10.5068865','HP 14s-dq5121TU i3-1215U (8W355PA)','HP 14s-dq5121TU i3-1215U (8W355PA)','Normal','Normal','may-tinh-xach-tay/hp-14s-dq5121tu-i3-1215u','12990000','','','','','','','','12990000','9490000','27','2025-03-25T23:59:00.000+07:00','','0',''
'"359513625041"','10.506581','Asus Vivobook X1504VA-NJ526W i5 1335U','Asus Vivobook X1504VA-NJ526W i5 1335U','Normal','Normal','may-tinh-xach-tay/asus-vivobook-x1504va-nj526w-i5-1335u','18990000','','','','','','','','18990000','15490000','18','2025-03-25T23:59:00.000+07:00','','0',''
'"970118640110"','10.50448','Acer Aspire 7 A715-76-53PJ i5 12450H (NH.QGESV.007)','Acer Aspire 7 A715-76-53PJ i5 12450H (NH.QGESV.007)','Normal','Normal','may-tinh-xach-tay/acer-aspire-7-a715-76-53pj-i5-12450h','16990000','','','','','','','','16990000','13990000','18','2025-03-25T23:59:00.000+07:00','','0',''
'"382313126939"','10.504274','HP 15-fc0089AU R7-7730U (A94XWPA)','HP 15-fc0089AU R7-7730U (A94XWPA)','Normal','Normal','may-tinh-xach-tay/hp-15-fc0089au-a94xwpa-r7-7730u','19490000','','','','','','','','19490000','15490000','21','2025-03-25T23:59:00.000+07:00','','0',''
'"595590528078"','10.500485','MSI Gaming Katana 15 B13UDXK-2213VN i5 13500H','MSI Gaming Katana 15 B13UDXK-2213VN i5 13500H','Normal','Normal','may-tinh-xach-tay/msi-gaming-katana-15-b13udxk-2213vn-i5-13500h','24990000','','','','','','','','24990000','21990000','12','2025-03-25T23:59:00.000+07:00','','0',''
'"906860812660"','10.499513','Lenovo Gaming LOQ 15IAX9 i5 12450HX (83GS00DAVN)','Lenovo Gaming LOQ 15IAX9 i5 12450HX (83GS00DAVN)','Normal','Normal','may-tinh-xach-tay/lenovo-gaming-loq-15iax9-i5-12450hx-24gb-512gb','28490000','','','','','','','','28490000','26290000','8','2025-03-25T23:59:00.000+07:00','','0',''
'"859111987014"','10.498564','Acer Swift X SFX16-51G-516Q i5 11320H (NX.AYKSV.002)','Acer Swift X SFX16-51G-516Q i5 11320H (NX.AYKSV.002)','Normal','Normal','may-tinh-xach-tay/acer-swift-x-sfx16-51g-516q-i5-11320h','22990000','','','','','','','','22990000','17990000','22','2025-03-25T23:59:00.000+07:00','','0',''
'"961595214074"','10.496497','Lenovo Gaming LOQ 15IAX9 i5-12450HX (83GS001RVN)','Lenovo Gaming LOQ 15IAX9 i5-12450HX (83GS001RVN)','Normal','Normal','may-tinh-xach-tay/lenovo-gaming-loq-15iax9-i5-12450hx-12gb-rtx3050','21990000','','','','','','','','21990000','21290000','3','2025-03-25T23:59:00.000+07:00','','0',''
'"611307815062"','10.489374','Asus TUF Gaming A15 FA506NCR-HN047W R7-7435HS','Asus TUF Gaming A15 FA506NCR-HN047W R7-7435HS','Normal','Normal','may-tinh-xach-tay/asus-tuf-gaming-a15-fa506ncr-hn047w-r7-7435hs','21990000','','','','','','','','21990000','19490000','11','2025-03-25T23:59:00.000+07:00','','0',''
'"872126614527"','10.489362','Acer Aspire Lite 16 AL16-51P-72S2 i7 1255U','Acer Aspire Lite 16 AL16-51P-72S2 i7 1255U','Normal','Normal','may-tinh-xach-tay/acer-aspire-lite-16-al16-51p-72s2-i7-1255u','16990000','','','','','','','','16990000','15990000','6','2025-03-31T23:59:00.000+07:00','','0',''
'"741127624775"','10.489195','Asus Vivobook X1404ZA-NK387W i3 1215U','Asus Vivobook X1404ZA-NK387W i3 1215U','Normal','Normal','may-tinh-xach-tay/asus-vivobook-x1404za-nk387w-i3-1215u','11990000','','','','','','','','11990000','9990000','17','2025-03-25T23:59:00.000+07:00','','0',''
'"108821314687"','10.489006','Acer Aspire 7 Gaming A715-76G-73FM i7 12650H','Acer Aspire 7 Gaming A715-76G-73FM i7 12650H','Normal','Normal','may-tinh-xach-tay/acer-aspire-7-gaming-a715-76g-73fm-i7-12650h','25690000','','','','','','','','25690000','17490000','32','2025-03-25T23:59:00.000+07:00','','0',''
'"708793233419"','10.488075','Asus Vivobook Gaming K3605ZC-RP564W i5-12500H','Asus Vivobook Gaming K3605ZC-RP564W i5-12500H','Normal','Normal','may-tinh-xach-tay/asus-vivobook-gaming-k3605zc-rp564w-i5-12500h','21990000','','','','','','','','21990000','18990000','14','2025-03-25T23:59:00.000+07:00','','0',''
'"792661839250"','10.486588','Asus Vivobook X1504ZA-NJ1039W i7-1255U','Asus Vivobook X1504ZA-NJ1039W i7-1255U','Normal','Normal','may-tinh-xach-tay/asus-vivobook-x1504za-nj1039w-i7-1255u','17990000','','','','','','','','17990000','15990000','11','2025-03-25T23:59:00.000+07:00','','0',''
'"543667801489"','10.483866','Asus TUF Gaming FX507ZC4-HN095W i5 12500H','Asus TUF Gaming FX507ZC4-HN095W i5 12500H','Normal','Normal','may-tinh-xach-tay/asus-tuf-gaming-fx507zc4-hn095w-i5-12500h','22490000','','','','','','','','22490000','19990000','11','2025-03-25T23:59:00.000+07:00','','0',''
'"600820810362"','10.476152','Lenovo V15 G4 IRU i5 13420H (83A100G0VN)','Lenovo V15 G4 IRU i5 13420H (83A100G0VN)','Normal','Normal','may-tinh-xach-tay/lenovo-v15-g4-iru-i5-13420h-16gb','15990000','','','','','','','','15990000','14990000','6','2025-03-25T23:59:00.000+07:00','','0',''
'"640859430061"','10.474387','HP Gaming Victus 16-s0173AX R5-7640HS/A9LG9PA','HP Gaming Victus 16-s0173AX R5-7640HS/A9LG9PA','Normal','Normal','may-tinh-xach-tay/hp-gaming-victus-16-s0173ax-r5-7640hs-a9lg9pa','27390000','','','','','','','','27390000','20990000','23','2025-03-25T23:59:00.000+07:00','','0',''
'"275666611887"','10.465374','Acer Aspire 7 A715-76G-59MW i5-12450H','Acer Aspire 7 A715-76G-59MW i5-12450H','Normal','Normal','may-tinh-xach-tay/acer-aspire-7-a715-76g-59mw-i5-12450h','21490000','','','','','','','','21490000','15990000','26','2025-03-25T23:59:00.000+07:00','','0',''
'"510107137037"','10.460944','HP Pavilion 15-eg3112TU i7 1355U (8U6L9PA)','HP Pavilion 15-eg3112TU i7 1355U (8U6L9PA)','Normal','Normal','may-tinh-xach-tay/hp-pavilion-15-eg3112tu-i7-1355u','25290000','','','','','','','','25290000','22990000','9','2025-03-25T23:59:00.000+07:00','','0',''
'"411965813747"','10.459186','MSI Gaming Thin15 B13UC-2044VN i7-13620H','MSI Gaming Thin15 B13UC-2044VN i7-13620H','Normal','Normal','may-tinh-xach-tay/msi-gaming-thin15-b13uc-2044vn-i7-13620h','22990000','','','','','','','','22990000','19990000','13','2025-03-25T23:59:00.000+07:00','','0',''
'"010512411348"','10.458575','Acer Aspire Go AG15-31P-32U6 i3 N305','Acer Aspire Go AG15-31P-32U6 i3 N305','Normal','Normal','may-tinh-xach-tay/acer-aspire-go-ag15-31p-32u6-i3-n305','10990000','','','','','','','','10990000','9290000','15','2025-03-25T23:59:00.000+07:00','','0',''
'"428315630748"','10.45601','Dell Inspiron 14 N5440 i5 1334U','Dell Inspiron 14 N5440 i5 1334U','Normal','Normal','may-tinh-xach-tay/dell-inspiron-14-n5440-i5-1334u','21990000','','','','','','','','21990000','20990000','5','2025-03-31T23:59:00.000+07:00','','0',''
'"836547146168"','10.45601','Acer Aspire 7 Gaming A715-76G-5806 i5 12450H (NH.QMFSV.002)','Acer Aspire 7 Gaming A715-76G-5806 i5 12450H (NH.QMFSV.002)','Normal','Normal','may-tinh-xach-tay/acer-aspire-7-gaming-a715-76g-5806-i5-12450h','22990000','','','','','','','','22990000','18990000','17','2025-03-25T23:59:00.000+07:00','','0',''
'"614478231918"','10.4509945','MSI Gaming Thin A15 B7UCX-240VN R5-7535HS','MSI Gaming Thin A15 B7UCX-240VN R5-7535HS','Normal','Normal','may-tinh-xach-tay/msi-gaming-thin-a15-b7ucx-240vn-r5-7535hs','17490000','','','','','','','','17490000','15990000','9','2025-03-25T23:59:00.000+07:00','','0',''
'"528517525916"','10.446957','MacBook Pro 14 M4 Pro 2024 12CPU/16GPU/24GB/512GB','MacBook Pro 14 M4 Pro 2024 12CPU/16GPU/24GB/512GB','Normal','Normal','may-tinh-xach-tay/macbook-pro-m4-pro-14-2024-12cpu-16gpu-24gb-512gb','49990000','','','','','','','','49990000','49990000','0','null','','0',''
'"411965813747"','10.459186','MSI Gaming Thin15 B13UC-2044VN i7-13620H','MSI Gaming Thin15 B13UC-2044VN i7-13620H','Normal','Normal','may-tinh-xach-tay/msi-gaming-thin15-b13uc-2044vn-i7-13620h','22990000','','','','','','','','22990000','19990000','13','2025-03-25T23:59:00.000+07:00','','0',''
'"010512411348"','10.458575','Acer Aspire Go AG15-31P-32U6 i3 N305','Acer Aspire Go AG15-31P-32U6 i3 N305','Normal','Normal','may-tinh-xach-tay/acer-aspire-go-ag15-31p-32u6-i3-n305','10990000','','','','','','','','10990000','9290000','15','2025-03-25T23:59:00.000+07:00','','0',''
'"428315630748"','10.45601','Dell Inspiron 14 N5440 i5 1334U','Dell Inspiron 14 N5440 i5 1334U','Normal','Normal','may-tinh-xach-tay/dell-inspiron-14-n5440-i5-1334u','21990000','','','','','','','','21990000','20990000','5','2025-03-31T23:59:00.000+07:00','','0',''
'"836547146168"','10.45601','Acer Aspire 7 Gaming A715-76G-5806 i5 12450H (NH.QMFSV.002)','Acer Aspire 7 Gaming A715-76G-5806 i5 12450H (NH.QMFSV.002)','Normal','Normal','may-tinh-xach-tay/acer-aspire-7-gaming-a715-76g-5806-i5-12450h','22990000','','','','','','','','22990000','18990000','17','2025-03-25T23:59:00.000+07:00','','0',''
'"614478231918"','10.4509945','MSI Gaming Thin A15 B7UCX-240VN R5-7535HS','MSI Gaming Thin A15 B7UCX-240VN R5-7535HS','Normal','Normal','may-tinh-xach-tay/msi-gaming-thin-a15-b7ucx-240vn-r5-7535hs','17490000','','','','','','','','17490000','15990000','9','2025-03-25T23:59:00.000+07:00','','0',''
'"528517525916"','10.446957','MacBook Pro 14 M4 Pro 2024 12CPU/16GPU/24GB/512GB','MacBook Pro 14 M4 Pro 2024 12CPU/16GPU/24GB/512GB','Normal','Normal','may-tinh-xach-tay/macbook-pro-m4-pro-14-2024-12cpu-16gpu-24gb-512gb','49990000','','','','','','','','49990000','49990000','0','null','','0',''
'"178210514203"','10.433885','Lenovo Ideapad Slim 3 15IRH8 i7 13620H (83EM003EVN)','Lenovo Ideapad Slim 3 15IRH8 i7 13620H (83EM003EVN)','Normal','Normal','may-tinh-xach-tay/lenovo-ideapad-slim-3-15irh8-i7-13620h','18490000','','','','','','','','18490000','17990000','3','2025-03-31T23:59:00.000+07:00','','0',''
'"798892233189"','10.420819','Asus Gaming Vivobook K3605ZU-RP296W i5-12500H','Asus Gaming Vivobook K3605ZU-RP296W i5-12500H','Normal','Normal','may-tinh-xach-tay/asus-gaming-vivobook-k3605zu-rp296w-i5-12500h','25490000','','','','','','','','25490000','21990000','14','2025-03-25T23:59:00.000+07:00','','0',''
'"611931427112"','10.41511','Asus TUF Gaming FA507NUR-LP101W R7-7435HS','Asus TUF Gaming FA507NUR-LP101W R7-7435HS','Normal','Normal','may-tinh-xach-tay/asus-tuf-gaming-fa507nur-lp101w-r7-7435hs','28490000','','','','','','','','28490000','23990000','16','2025-03-25T23:59:00.000+07:00','','0',''
'"859112167381"','10.408923','Acer Nitro 5 Tiger Gaming AN515-58-52SP i5 12500H (NH.QFHSV.001)','Acer Nitro 5 Tiger Gaming AN515-58-52SP i5 12500H (NH.QFHSV.001)','Normal','Normal','may-tinh-xach-tay/acer-nitro-gaming-an515-58-52sp-i5-12500h','29490000','','','','','','','','29490000','19490000','34','2025-03-25T23:59:00.000+07:00','','0',''
'"690921025013"','10.386275','MacBook Pro 14 M4 2024 10CPU/10GPU/16GB/512GB','MacBook Pro 14 M4 2024 10CPU/10GPU/16GB/512GB','Normal','Normal','may-tinh-xach-tay/macbook-pro-m4-14-2024-10cpu-10gpu-16gb-512b','39990000','','','','','','','','39990000','39990000','0','null','','0',''
'"375605815949"','10.362808','MacBook Air 13 M3 2024 8CPU/8GPU/16GB/256GB','MacBook Air 13 M3 2024 8CPU/8GPU/16GB/256GB','Normal','Normal','may-tinh-xach-tay/macbook-air-m3-13-2024-8cpu-8gpu-16gb-256gb','27990000','','','','','','','','27990000','25590000','9','2025-03-27T23:59:00.000+07:00','','0',''
'"35760516877"','10.362808','Acer Nitro 5 Tiger Gaming AN515-58-773Y i7 12700H','Acer Nitro 5 Tiger Gaming AN515-58-773Y i7 12700H','Normal','Normal','may-tinh-xach-tay/acer-nitro-5-tiger-gaming-an515-58-773y-i7-12700h','33790000','','','','','','','','33790000','23490000','30','2025-03-25T23:59:00.000+07:00','','0',''
'"543668006638"','10.352744','Acer Swift 3 SF314-512-741L i7 1260P (NX.K7JSV.001)','Acer Swift 3 SF314-512-741L i7 1260P (NX.K7JSV.001)','Normal','Normal','may-tinh-xach-tay/acer-swift-3-sf314-512-741l-i7-1260p','29490000','','','','','','','','29490000','18990000','36','2025-03-25T23:59:00.000+07:00','','0',''
'"701241529190"','10.345678','Acer Nitro V Gaming ANV15-51-53NE i5 13420H','Acer Nitro V Gaming ANV15-51-53NE i5 13420H','Normal','Normal','may-tinh-xach-tay/acer-nitro-v-gaming-anv15-51-53ne-i5-13420h','23990000','','','','','','','','23990000','19990000','17','2025-03-25T23:59:00.000+07:00','','0',''
'"81998579139"','10.3313675','Lenovo ThinkBook 14 G6 IRL I5 13420H (21KG00RDVN)','Lenovo ThinkBook 14 G6 IRL I5 13420H (21KG00RDVN)','Normal','Normal','may-tinh-xach-tay/lenovo-thinkbook-14-g6-irl-i5-13420h','20290000','','','','','','','','20290000','18290000','10','2025-03-25T23:59:00.000+07:00','','0',''
'"861557140019"','10.310317','HP 14s-em0078AU R5 7520U (80R28PA)','HP 14s-em0078AU R5 7520U (80R28PA)','Normal','Normal','may-tinh-xach-tay/hp-14s-em0078au-r5-7520u','14190000','','','','','','','','14190000','11990000','16','2025-03-31T23:59:00.000+07:00','','0',''
'"764671220404"','10.307812','HP 245 G10 R5-7530U (A20TFPT)','HP 245 G10 R5-7530U (A20TFPT)','Normal','Normal','may-tinh-xach-tay/hp-245-g10-a20tfpt-r5-7530u','15590000','','','','','','','','15590000','12190000','22','2025-03-25T23:59:00.000+07:00','','0',''
'"193908039653"','10.307764','Asus Vivobook 15 OLED A1505VA-MA466W i5-13500H','Asus Vivobook 15 OLED A1505VA-MA466W i5-13500H','Normal','Normal','may-tinh-xach-tay/asus-vivobook-15-oled-a1505va-ma466w-i-5-13500h','20990000','','','','','','','','20990000','17490000','17','2025-03-25T23:59:00.000+07:00','','0',''
'"859119724039"','10.307622','MacBook Air 13" 2020 M1','MacBook Air 13" 2020 M1','Normal','Normal','may-tinh-xach-tay/macbook-air-13-2020-m1-256gb','22990000','','','','','','','','22990000','16990000','26','2025-03-27T23:59:00.000+07:00','','0',''
'"312759537151"','10.306845','HP 245 G10 R7 7730U (8F157PA)','HP 245 G10 R7 7730U (8F157PA)','Normal','Normal','may-tinh-xach-tay/hp-245-g10-r7-7730u','19990000','','','','','','','','19990000','15490000','23','2025-03-25T23:59:00.000+07:00','','0',''
'"264739610738"','10.305902','Acer Gaming Aspire 5 A515-58GM-53CM i5 13420H','Acer Gaming Aspire 5 A515-58GM-53CM i5 13420H','Normal','Normal','may-tinh-xach-tay/acer-gaming-aspire-5-a515-58g-53cm-i5-13420h','22990000','','','','','','','','22990000','18990000','17','2025-03-25T23:59:00.000+07:00','','0',''
'"623010011994"','10.29625','Máy tính xách tay Acer Gaming Aspire 5 A515-58GM-51LB i5 13420H/16GB/512GB/RTX2050 4GB/Win11_Xám','Máy tính xách tay Acer Gaming Aspire 5 A515-58GM-51LB i5 13420H/16GB/512GB/RTX2050 4GB/Win11_Xám','Normal','Normal','may-tinh-xach-tay/acer-aspire-5-a515-58gm-51lb-i5-13420h','21490000','','','','','','','','21490000','16990000','21','2025-03-25T23:59:00.000+07:00','','0',''
'"311972931059"','10.295288','MSI Gaming Thin A15 B7UC-261VN R5 7535HS','MSI Gaming Thin A15 B7UC-261VN R5 7535HS','Normal','Normal','may-tinh-xach-tay/msi-gaming-thin-a15-b7uc-261vn-r5-7535hs','21990000','','','','','','','','21990000','17490000','20','2025-03-25T23:59:00.000+07:00','','0',''
'"773673034438"','10.294777','MSI Gaming Thin 15 B12UC-1416VN i5 12450H','MSI Gaming Thin 15 B12UC-1416VN i5 12450H','Normal','Normal','may-tinh-xach-tay/msi-gaming-thin-15-b12uc-1416vn-i5-12450h','20790000','','','','','','','','20790000','17490000','16','2025-03-25T23:59:00.000+07:00','','0',''
