'data-id','Công nghệ CPU','Số nhân','Số luồng','Tốc độ CPU','Tốc độ tối đa','RAM','Loại RAM','Tốc độ Bus RAM','Hỗ trợ RAM tối đa','Ổ cứng','Màn hình','Độ phân giải','Tần số quét','Độ phủ màu','Công nghệ màn hình','Card màn hình','Công nghệ âm thanh','Cổng giao tiếp','Kết nối không dây','Webcam','Đèn bàn phím','Kích thước','Chất liệu','Thông tin Pin','Hệ điều hành','Thời điểm ra mắt','Khe đọc thẻ nhớ','Tính năng khác','Tản nhiệt','Màn hình cảm ứng','NPU','Hiệu năng xử lý AI (TOPS)'
'289472','Apple M2','8','Hãng không công bố','100GB/s','Hãng không công bố','16 GB','Hãng không công bố','Hãng không công bố','Không hỗ trợ nâng cấp','256 GB SSD','13.6"','Liquid Retina (2560 x 1664)','Hãng không công bố','null','Wide color (P3) 500 nits brightness True Tone Technology 1 tỷ màu','Card tích hợp - 8 nhân GPU','Spatial Audio 3 microphones 4 Loa Dolby Atmos','MagSafe 3 Jack tai nghe 3.5 mm 2 x Thunderbolt 3','Wi-Fi 6 (802.11ax) Bluetooth 5.3','1080p FaceTime HD camera','Đơn sắc - Màu trắng','Dài 304.1 mm - Rộng 215 mm - Dày 11.3 mm - 1.24 kg','Vỏ kim loại','Lên đến 18 giờ','macOS','6/2022','null','Sạc MagSafe Bảo mật vân tay','null','null','null','null'
'334996','Intel Core i5 Raptor Lake - 1334U','10','12','1.3GHz','Turbo Boost 4.6 GHz','16 GB','DDR5 2 khe (1 khe 16 GB + 1 khe rời)','4800 MHz','64 GB','512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)','14"','WUXGA','60Hz','45% NTSC','Tấm nền IPS LED Backlit Acer ComfyView Độ sáng 300 nits','Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi)','Stereo speakers','Jack tai nghe 3.5 mm 3 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ DisplayPort)','Wi-Fi 6 (802.11ax) Bluetooth 5','Full HD Webcam','Không có đèn','Dài 313.3 mm - Rộng 218 mm - Dày 16.9 mm - 1.5 kg','Vỏ nhựa - nắp lưng bằng kim loại','3-cell Li-ion, 58 Wh','Windows 11 Home SL','2024','Micro SD','Công tắc khóa camera','null','null','null','null'
'325500','AMD Ryzen 5 - 7520U','4','8','2.8GHz','Turbo Boost 4.3 GHz','16 GB','LPDDR5 (Onboard)','5500 MHz','Không hỗ trợ nâng cấp','512 GB SSD NVMe PCIe Gen 4.0','15.6"','Full HD (1920 x 1080)','60Hz','null','Tấm nền IPS Chống chói Anti Glare Độ sáng 300 nits','Card tích hợp - AMD Radeon 610M Graphics','Dolby Audio','Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI 1x USB-C 3.2 (hỗ trợ truyền dữ liệu, Power Delivery và DisplayPort 1.2)','Bluetooth 5.2 Wi-Fi 6 (802.11ax)','HD webcam','Không có đèn','Dài 359.3 mm - Rộng 235 mm - Dày 17.9 mm - 1.62 kg','Vỏ nhựa','47 Wh','Windows 11 Home SL','2024','SD','TPM 2.0 Độ bền chuẩn quân đội MIL STD 810H Bản lề mở 180 độ Bảo mật vân tay Công tắc khóa camera','null','null','null','null'
'333104','Intel Core i7 Alder Lake - 1255U','10','12','1.7GHz','Turbo Boost 4.7 GHz','16 GB','DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)','2666 MHz','16 GB','512 GB SSD NVMe PCIe','15.6"','Full HD (1920 x 1080)','120Hz','null','WVA','Card tích hợp - Intel Iris Xe Graphics','Realtek Audio','HDMI 1 x USB 2.0 2 x USB 3.2 1 x Headphone/microphone combo','Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac','HD webcam','Không có đèn','Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.9 kg','Vỏ nhựa','4-cell, 54Wh','Windows 11 Home SL + Office Home & Student 2024 vĩnh viễn + Microsoft 365 Basic','2024','SD','null','null','null','null','null'
'329853','Intel Core i5 Alder Lake - 1235U','10','12','1.3GHz','Turbo Boost 4.4 GHz','16 GB','DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)','2666 MHz','16 GB','512 GB SSD NVMe PCIe Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 2 TB)','15.6"','Full HD (1920 x 1080)','120Hz','null','Chống chói Anti Glare LED Backlit 250 nits WVA','Card tích hợp - Intel Iris Xe Graphics','Realtek Audio','Jack tai nghe 3.5 mm 1 x USB 2.0 2 x USB 3.2 HDMI','Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac','HD webcam','Không có đèn','Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.9 kg','Vỏ nhựa','3-cell, 41Wh','Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn','2024','SD','null','null','null','null','null'
'311176','Intel Core i5 Raptor Lake - 1335U','10','12','1.3GHz','Turbo Boost 4.6 GHz','16 GB','DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)','3200 MHz','32 GB','512 GB SSD NVMe PCIe','15.6"','Full HD (1920 x 1080)','60Hz','45% NTSC','Tấm nền IPS Chống chói Anti Glare 250 nits','Card tích hợp - Intel Iris Xe Graphics','Audio by B&O Realtek High Definition Audio HP Audio Boost','Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ USB, Power Delivery và DisplayPort)','Bluetooth 5.2 Wi-Fi 6 (802.11ax)','HD webcam','Không có đèn','Dài 360.2 mm - Rộng 234 mm - Dày 18 mm - 1.69 kg','Vỏ kim loại - Nắp lưng bằng nhựa','3-cell, 41Wh','Windows 11 Home SL','2023','null','null','null','null','null','null'
'322222','AMD Ryzen 7 - 5700U','8','16','1.8GHz','Turbo Boost 4.3 GHz','16 GB','LPDDR4X (Onboard)','4266 MHz','Không hỗ trợ nâng cấp','512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)','14"','WUXGA','60Hz','45% NTSC','Tấm nền IPS LED Backlit Acer ComfyView','Card tích hợp - AMD Radeon Graphics','Acer Purified Voice','Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)','Wi-Fi 6 (802.11ax) Bluetooth 5.1','HD webcam','Không có đèn','Dài 318.2 mm - Rộng 225.5 mm - Dày 17.8 mm - 1.4 kg','Vỏ nhựa','3-cell, 50Wh','Windows 11 Home SL','2024','null','null','null','null','null','null'
'322270','Intel Core i5 Alder Lake - 1235U','10','12','1.3GHz','Turbo Boost 4.4 GHz','16 GB','DDR4 2 khe (8 GB onboard + 1 khe 8 GB)','3200 MHz','16 GB','512 GB SSD NVMe PCIe','14"','Full HD (1920 x 1080)','60Hz','45% NTSC','Chống chói Anti Glare LED Backlit 250 nits','Card tích hợp - Intel Iris Xe Graphics','SonicMaster audio','USB Type-C 1 x USB 2.0 Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI','Wi-Fi 6E (802.11ax) Bluetooth 5.3','HD webcam','Không có đèn','Dài 324.9 mm - Rộng 213.9 mm - Dày 17.9 mm - 1.4 kg','Vỏ nhựa','3-cell, 42Wh','Windows 11 Home SL','2024','null','Độ bền chuẩn quân đội MIL STD 810H Bản lề mở 180 độ Bảo mật vân tay Công tắc khóa camera','null','null','null','null'
'310449','Intel Core i5 Alder Lake - 1235U','10','12','1.3GHz','Turbo Boost 4.4 GHz','8 GB','DDR4 (Onboard)','3200 MHz','Không hỗ trợ nâng cấp','512 GB SSD NVMe PCIe','15.6"','Full HD (1920 x 1080)','60Hz','null','Tấm nền IPS Chống chói Anti Glare','Card tích hợp - Intel Iris Xe Graphics','Hi-Res Audio','Jack tai nghe 3.5 mm 1 x USB 3.2 HDMI 2 x USB 2.0 1 x USB Type-C (hỗ trợ USB, Power Delivery và DisplayPort)','Bluetooth 5.2 Wi-Fi 6 (802.11ax)','HD webcam','Đơn sắc - Màu trắng','Dài 359 mm - Rộng 241 mm - Dày 19.9 mm - 1.7 kg','Vỏ nhựa','3-Cell, 39.3 Wh','Windows 11 Home SL','2023','Micro SD','Bản lề mở 180 độ','null','null','null','null'
'326279','Intel Core i5 Alder Lake - 12450H','8','12','2GHz','Turbo Boost 4.4 GHz','16 GB','DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)','3200 MHz','64 GB','512 GB SSD NVMe PCIe Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng','15.6"','Full HD (1920 x 1080)','144Hz','45% NTSC','Tấm nền IPS Chống chói Anti Glare 250 nits','Card rời - NVIDIA GeForce RTX 3050, 4 GB','Hi-Res Audio DTS Audio','LAN (RJ45) Jack tai nghe 3.5 mm 3 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ DisplayPort 1.4)','Wi-Fi 6E (802.11ax) Bluetooth 5.3','HD webcam','Đơn sắc - Màu xanh','Dài 359 mm - Rộng 254 mm - Dày 21.7 mm - 1.86 kg','Vỏ nhựa','3-cell Li-ion, 52.4 Wh','Windows 11 Home SL','2024','null','null','null','null','null','null'
'326876','Intel Core i3 Alder Lake - 1215U','6','8','1.2GHz','Turbo Boost 4.4 GHz','8 GB','DDR5 2 khe (1 khe 8 GB + 1 khe trống)','4800 MHz','16 GB','512 GB SSD NVMe PCIe','14"','Full HD+ (1920 x 1200)','60Hz','45% NTSC','TFT LED Backlit Acer ComfyView Độ sáng 300 nits','Card tích hợp - Intel UHD Graphics','Stereo speakers','Jack tai nghe 3.5 mm HDMI 3 x USB 3.1 1 x USB Type-C (hỗ trợ USB, Power Delivery và DisplayPort)','Wi-Fi 6 (802.11ax) Bluetooth 5.1','Full HD Webcam','Không có đèn','Dài 313.3 mm - Rộng 218 mm - Dày 16.9 mm - 1.5 kg','Vỏ nhựa - nắp lưng bằng kim loại','3-cell Li-ion, 58 Wh','Windows 11 Home SL','2024','Micro SD','null','null','null','null','null'
'330162','AMD Ryzen 7 - 7435HS','8','16','3.1GHz','Turbo Boost 4.5 GHz','16 GB','DDR5 2 khe (1 khe 16 GB + 1 khe rời)','4800 MHz','32 GB','512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)','15.6"','Full HD (1920 x 1080)','144Hz','62.5% sRGB 47.34% Adobe RGB 45% NTSC','Tấm nền IPS Chống chói Anti Glare Adaptive-Sync 250 nits','Card rời - NVIDIA GeForce RTX 2050, 4 GB','Hi-Res Audio DTS Audio','LAN (RJ45) Jack tai nghe 3.5 mm 3 x USB 3.2 HDMI 1 x USB Type-C 3.2 (hỗ trợ DisplayPort)','Wi-Fi 6 (802.11ax) Bluetooth 5.3','HD webcam','Đèn chuyển màu RGB - 1 vùng','Dài 359 mm - Rộng 256 mm - Dày 24.5 mm - 2.3 kg','Vỏ nhựa','3-cell, 48Wh','Windows 11 Home SL','2024','null','Độ bền chuẩn quân đội MIL STD 810H','null','null','null','null'
'326830','Intel Core 5 Raptor Lake - 120U','10','12','1.4GHz','Turbo Boost 5.0 GHz','16 GB','DDR4 (Onboard)','3200 MHz','Hãng không công bố','512 GB SSD NVMe PCIe Gen 4.0','14"','Full HD (1920 x 1080)','60Hz','62.5% sRGB','Tấm nền IPS Độ sáng 300 nits','Card tích hợp - Intel Graphics','HP Audio Boost','HDMI 2 x USB Type-A 1 x Headphone/microphone combo 1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)','Wi-Fi 6E (802.11ax) Bluetooth 5.3','HP TrueVision 5 MP','Đơn sắc - Màu trắng','Dài 322 mm - Rộng 210 mm - Dày 18.9 mm - 1.51 kg','Vỏ nhựa - chiếu nghỉ tay bằng kim loại','3-cell, 43Wh','Windows 11 Home SL','2024','Micro SD','Màn hình gập 360 độ Bảo mật vân tay Công tắc khóa camera','null','Cảm ứng','null','null'
'322073','Intel Core i7 Raptor Lake - 13620H','10','16','2.4GHz','Turbo Boost 4.9 GHz','16 GB','LPDDR5 (Onboard)','4800 MHz','Không hỗ trợ nâng cấp','1 TB SSD NVMe PCIe Gen 4','15.6"','Full HD (1920 x 1080)','60Hz','null','Low Blue Light Tấm nền IPS Chống chói Anti Glare Độ sáng 300 nits','Card tích hợp - Intel UHD Graphics','Dolby Audio','Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI 1x USB-C 3.2 (hỗ trợ truyền dữ liệu, Power Delivery và DisplayPort 1.2)','Bluetooth 5.2 Wi-Fi 6 (802.11ax)','HD webcam','Không có đèn','Dài 359.3 mm - Rộng 235 mm - Dày 17.9 mm - 1.62 kg','Vỏ nhựa','47 Wh','Windows 11 Home SL','2023','SD','TPM 2.0 Độ bền chuẩn quân đội MIL STD 810H Bản lề mở 180 độ Bảo mật vân tay Công tắc khóa camera','null','null','null','null'
'326122','Intel Core i7 Raptor Lake - 13620H','10','16','2.4GHz','Turbo Boost 4.9 GHz','16 GB','DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB)','5200 MHz','64 GB','1 TB SSD NVMe PCIe Gen 4','15.6"','Full HD (1920 x 1080)','144Hz','45% NTSC','Tấm nền IPS Chống chói Anti Glare','Card rời - NVIDIA GeForce RTX 3050, 6 GB','Hi-Res Audio','LAN (RJ45) 1 x USB 2.0 Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)','Bluetooth 5.2 Wi-Fi 6E (802.11ax)','HD webcam','Đèn chuyển màu RGB - 4 vùng','Dài 359 mm - Rộng 259 mm - Dày 24.9 mm - 2.25 kg','Vỏ nhựa','3-cell, 53.5Wh','Windows 11 Home SL','2024','null','MUX Switch Bản lề mở 180 độ','Cooler Boost 5','null','null','null'
'317712','Intel Core i3 Alder Lake - 1215U','6','8','1.2GHz','Turbo Boost 4.4 GHz','8 GB','DDR4 2 khe (1 khe 8 GB onboard + 1 khe trống)','2933 MHz','16 GB','512 GB SSD NVMe PCIe','14"','Full HD (1920 x 1080)','60Hz','45% NTSC','Chống chói Anti Glare LED Backlit 250 nits','Card tích hợp - Intel UHD Graphics','SonicMaster audio','USB Type-C 1 x USB 2.0 Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI','Wi-Fi 6E (802.11ax) Bluetooth 5.3','HD webcam','Không có đèn','Dài 324.9 mm - Rộng 213.9 mm - Dày 17.9 mm - 1.4 kg','Vỏ nhựa','3-cell, 42Wh','Windows 11 Home SL','2023','null','Độ bền chuẩn quân đội MIL STD 810H Bản lề mở 180 độ Bảo mật vân tay Công tắc khóa camera','null','null','null','null'
'312414','Intel Core i3 Alder Lake - 1215U','6','8','1.2GHz','Turbo Boost 4.4 GHz','8 GB','DDR4 2 khe (1 khe 8 GB onboard + 1 khe trống)','3200 MHz','16 GB','512 GB SSD NVMe PCIe','15.6"','Full HD (1920 x 1080)','60Hz','45% NTSC','Chống chói Anti Glare LED Backlit','Card tích hợp - Intel UHD Graphics','SonicMaster audio','USB Type-C 1 x USB 2.0 Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI','Wi-Fi 6E (802.11ax) Bluetooth 5.3','HD webcam','Không có đèn','Dài 359.7 mm - Rộng 232.5 mm - Dày 17.9 mm - 1.7 kg','Vỏ nhựa','3-cell, 42Wh','Windows 11 Home SL','2023','null','Độ bền chuẩn quân đội MIL STD 810H Bản lề mở 180 độ Bảo mật vân tay Công tắc khóa camera','null','null','null','null'
'337474','Intel Core i5 Alder Lake - 1235U','10','12','1.3GHz','Turbo Boost 4.4 GHz','8 GB','DDR4 2 khe (1 khe 8 GB + 1 khe rời)','2666 MHz','16 GB','512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB)','15.6"','Full HD (1920 x 1080)','120Hz','45% NTSC','Chống chói Anti Glare 250 nits WVA','Card tích hợp - Intel UHD Graphics','Realtek High Definition Audio','HDMI 1 x USB 2.0 2 x USB 3.2','Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac','HD webcam','Đơn sắc - Màu trắng','Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.9 kg','Vỏ nhựa','3-cell, 41Wh','Windows 11 Home SL + Office Home & Student 2024 vĩnh viễn','2025','SD','null','null','null','null','null'
'327097','Intel Core Ultra 5 Meteor Lake - 125H','14','18','1.2GHz','Turbo Boost 4.5 GHz','16 GB','DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB)','5600 MHz','32 GB','512 GB SSD NVMe PCIe','15.6"','Full HD (1920 x 1080)','60Hz','62.5% sRGB','Tấm nền IPS Chống chói Anti Glare Độ sáng 300 nits','Card tích hợp - Intel Graphics','Loa kép (2 kênh)','HDMI 2 x USB Type-A 1 x USB Type-C 3.2 (hỗ trợ USB Power Delivery và DisplayPort 1.2) 1 x Headphone/microphone combo','Wi-Fi 6 (802.11ax) Bluetooth 5.3','HD webcam','Không có đèn','Dài 359.8 mm - Rộng 236 mm - Dày 18.6 mm - 1.65 kg','Vỏ nhựa','3-cell, 41Wh','Windows 11 Home SL','2024','null','Công tắc khóa camera','null','null','Intel AI Boost','Hãng không công bố'
'272282','Intel Core i5 Alder Lake - 12500H','12','16','2.5GHz','Turbo Boost 4.5 GHz','8 GB','DDR4 2 khe (1 khe 8 GB + 1 khe rời)','3200 MHz','32 GB','512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) Hỗ trợ thêm 1 khe cắm HDD SATA (nâng cấp tối đa 1 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB)','15.6"','Full HD (1920 x 1080)','144Hz','null','Tấm nền IPS LED Backlit Acer ComfyView','Card rời - NVIDIA GeForce RTX 3050, 4 GB','Acer TrueHarmony DTS:X ULTRA','Thunderbolt 4 USB-C Jack tai nghe 3.5 mm 3 x USB 3.2 HDMI LAN (RJ45)','Wi-Fi 6 (802.11ax) Bluetooth 5.1','HD webcam','Đèn chuyển màu RGB - 4 vùng','Dài 360.4 mm - Rộng 271.09 mm - Dày 25.9 mm - 2.5 kg','Vỏ nhựa','4-cell, 57.5Wh','Windows 11 Home SL','2022','null','MUX Switch','null','null','null','null'
'327707','Intel Core i7 Raptor Lake - 13620H','10','16','2.4GHz','Turbo Boost 4.9 GHz','16 GB','DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB)','5200 MHz','64 GB','512 GB SSD NVMe PCIe Gen 4.0','15.6"','Full HD (1920 x 1080)','144Hz','45% NTSC','Tấm nền IPS Chống chói Anti Glare 250 nits','Card rời - NVIDIA GeForce RTX 4050, 6 GB','Hi-Res Audio','LAN (RJ45) Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)','Wi-Fi 6E (802.11ax) Bluetooth 5.3','HD webcam','Đèn chuyển màu RGB - 4 vùng','Dài 359.36 mm - Rộng 250.34 mm - Dày 22.9 mm - 1.98 kg','Vỏ nhựa - nắp lưng bằng kim loại','3-cell, 53.5Wh','Windows 11 Home SL','2024','null','Bản lề mở 180 độ','Cooler Boost','null','null','null'
'311177','Intel Core i7 Raptor Lake - 1355U','10','12','1.7GHz','Turbo Boost 5.0 GHz','16 GB','DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)','3200 MHz','32 GB','512 GB SSD NVMe PCIe','15.6"','Full HD (1920 x 1080)','60Hz','45% NTSC','Tấm nền IPS Chống chói Anti Glare 250 nits','Card tích hợp - Intel Iris Xe Graphics','Audio by B&O Realtek High Definition Audio HP Audio Boost','Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)','Wi-Fi 6 (802.11ax) Bluetooth 5.3','HD webcam','Không có đèn','Dài 360.2 mm - Rộng 234 mm - Dày 18 mm - 1.69 kg','Vỏ kim loại - Nắp lưng bằng nhựa','3-cell, 41Wh','Windows 11 Home SL','2023','null','null','null','null','null','null'
'332369','Intel Core i5 Raptor Lake - 13420H','8','12','2.1GHz','Turbo Boost 4.6 GHz','16 GB','DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB)','5200 MHz','64 GB','512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2242) / 2 TB (2280))','16"','WUXGA','60Hz','45% NTSC','Tấm nền IPS Chống chói Anti Glare Độ sáng 300 nits','Card tích hợp - Intel UHD Graphics','Dolby Audio','LAN (RJ45) 1 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.4) 1 x Thunderbolt 4 / USB 4 (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.4) 1 x Headphone/microphone combo 1 x USB 3.2 (Always on)','Wi-Fi 6E (802.11ax) Bluetooth 5.3','Full HD Webcam Camera IR','Đơn sắc - Màu trắng','Dài 356 mm - Rộng 253.5 mm - Dày 17.5 mm - 1.7 kg','Vỏ nhựa - nắp lưng bằng kim loại','71Wh','Windows 11 Home SL','2024','SD','TPM 2.0 Độ bền chuẩn quân đội MIL STD 810H Bản lề mở 180 độ Bảo mật vân tay Công tắc khóa camera Mở khóa khuôn mặt','null','null','null','null'
'325479','Intel Core Ultra 5 Meteor Lake - 125H','14','18','1.2GHz','Turbo Boost 4.5 GHz','16 GB','LPDDR5X (Onboard)','7467 MHz','Không hỗ trợ nâng cấp','512 GB SSD NVMe PCIe Gen 4.0','16"','3.2K (3200 x 2000) OLED 16:10','120Hz','100% DCI-P3','Chuẩn DisplayHDR True Black 600 Low Blue Light Màn hình OLED 400 nits 600 nits (Khi bật HDR) 1.07 tỷ màu','Card tích hợp - Intel Arc Graphics','Công nghệ Smart AMP Audio by Harman/Kardon Dolby Atmos','Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI 2 x Thunderbolt 4 (hỗ trợ Power Delivery, DisplayPort)','Wi-Fi 6E (802.11ax) Bluetooth 5.3','Full HD Webcam Camera IR','Đèn chuyển màu RGB - 1 vùng','Dài 353.6 mm - Rộng 246.9 mm - Dày 15.9 mm - 1.5 kg','Vỏ kim loại - Nhôm','4-cell Li-ion, 75 Wh','Windows 11 Home SL','2024','Micro SD','Độ bền chuẩn quân đội MIL STD 810H Tiêu chuẩn Nền Intel Evo Bản lề mở 180 độ Công tắc khóa camera Mở khóa khuôn mặt','null','null','Intel AI Boost','Hãng không công bố'
